	TranscriptionName	modifiers	Annotation
866	Bocharovy	0	1
867	Bocharovy	1	1
869	Bocharovy	0	0
870	Bocharovy	1	1
871	Bocharovy	0	1
872	Bocharovy	0	1
873	Bocharovy	1	1
874	Bocharovy	0	1
875	Bocharovy	0	1
876	Bocharovy	1	1
877	Bocharovy	0	1
878	Bocharovy	0	1
879	Bocharovy	1	1
880	Bocharovy	1	1
881	Bocharovy	1	1
882	Bocharovy	0	1
883	Bocharovy	0	0
884	Bocharovy	1	1
885	Bocharovy	1	1
886	Bocharovy	1	1
887	Bocharovy	1	1
888	Bocharovy	1	1
889	Bocharovy	0	1
890	Bocharovy	0	0
891	Bocharovy	1	0
892	Bocharovy	1	1
893	Bocharovy	1	0
894	Bocharovy	0	1
895	Bocharovy	0	1
896	Bocharovy	1	0
897	Bocharovy	1	1
898	Bocharovy	0	1
899	Bocharovy	0	0
900	Bocharovy	1	1
901	Bocharovy	1	1
902	Bocharovy	1	1
903	Bocharovy	1	1
904	Bocharovy	1	1
905	Bocharovy	0	0
906	Bocharovy	0	0
907	Bocharovy	1	0
908	Bocharovy	0	1
909	Bocharovy	0	0
910	Bocharovy	1	1
911	Bocharovy	0	1
912	Bocharovy	0	1
913	Bocharovy	1	0
914	Bocharovy	0	1
915	Bocharovy	0	1
916	Bocharovy	1	1
917	Bocharovy	0	1
918	Bocharovy	0	1
919	Bocharovy	0	1
920	Bocharovy	0	1
921	Bocharovy	1	1
922	Bocharovy	1	1
923	Bocharovy	1	1
924	Bocharovy	1	1
925	Bocharovy	0	1
926	Bocharovy	0	0
927	Bocharovy	1	0
928	Bocharovy	0	1
929	Bocharovy	0	1
930	Bocharovy	1	1
931	Bocharovy	0	1
932	Bocharovy	0	1
933	Vorobiovy	1	0
934	Vorobiovy	1	0
935	Vorobiovy	1	1
936	Vorobiovy	1	0
937	Vorobiovy	1	1
938	Vorobiovy	1	1
939	Vorobiovy	1	1
940	Vorobiovy	1	1
941	Vorobiovy	1	1
942	Vorobiovy	0	1
943	Vorobiovy	0	1
944	Vorobiovy	0	1
945	Vorobiovy	0	0
946	Vorobiovy	1	1
947	Vorobiovy	1	1
948	Vorobiovy	0	1
949	Vorobiovy	0	1
950	Vorobiovy	1	1
951	Vorobiovy	1	0
952	Vorobiovy	0	1
953	Vorobiovy	0	0
954	Vorobiovy	1	1
955	Vorobiovy	1	0
956	Vorobiovy	0	1
957	Vorobiovy	0	1
959	Vorobiovy	0	0
960	Vorobiovy	0	1
961	Vorobiovy	0	1
962	Vorobiovy	1	1
963	Vorobiovy	0	1
964	Vorobiovy	0	0
965	Vorobiovy	1	1
966	Vorobiovy	0	0
967	Vorobiovy	0	0
968	Vorobiovy	0	0
969	Vorobiovy	0	0
970	Vorobiovy	1	1
971	Vorobiovy	1	1
972	Vorobiovy	1	1
973	Vorobiovy	1	1
974	Vorobiovy	1	1
975	Vorobiovy	0	1
976	Vorobiovy	0	0
977	Vorobiovy	1	1
978	Vorobiovy	1	1
979	clouds_gavrilovy	1	1
980	clouds_gavrilovy	1	1
981	clouds_gavrilovy	1	1
982	clouds_gavrilovy	1	1
983	clouds_gavrilovy	1	1
984	clouds_gavrilovy	1	1
986	clouds_gavrilovy	1	1
987	clouds_gavrilovy	1	1
988	clouds_gavrilovy	1	1
989	clouds_gavrilovy	1	1
990	clouds_gavrilovy	0	1
991	clouds_gavrilovy	0	1
992	clouds_gavrilovy	1	1
993	clouds_gavrilovy	1	1
994	clouds_gavrilovy	1	1
995	clouds_gavrilovy	1	1
996	clouds_gavrilovy	0	0
997	clouds_gavrilovy	0	0
998	clouds_gavrilovy	1	1
999	clouds_gavrilovy	1	0
1000	clouds_gavrilovy	1	0
1001	clouds_gavrilovy	1	0
1002	clouds_gavrilovy	0	0
1003	clouds_gavrilovy	0	0
1004	clouds_gavrilovy	1	1
1005	clouds_gavrilovy	1	0
1006	clouds_gavrilovy	0	1
1007	clouds_gavrilovy	0	0
1008	clouds_gavrilovy	1	1
1009	clouds_gavrilovy	1	0
1010	clouds_gavrilovy	1	1
1011	clouds_gavrilovy	1	1
1012	clouds_gavrilovy	1	1
1013	clouds_gavrilovy	0	0
1014	clouds_gavrilovy	0	0
1015	clouds_gavrilovy	1	1
1016	clouds_gavrilovy	1	1
1017	clouds_gavrilovy	1	0
1018	clouds_gavrilovy	1	0
1019	Zabelina_Igonina	1	1
1020	Zabelina_Igonina	1	0
1021	Zabelina_Igonina	0	0
1022	Zabelina_Igonina	0	0
1023	Zabelina_Igonina	1	1
1024	Zabelina_Igonina	0	1
1025	Zabelina_Igonina	0	0
1026	Zabelina_Igonina	0	1
1027	Zabelina_Igonina	0	0
1028	Zabelina_Igonina	1	0
1029	Zabelina_Igonina	1	0
1030	Zabelina_Igonina	1	1
1031	Zabelina_Igonina	1	1
1032	Zabelina_Igonina	1	1
1033	Zabelina_Igonina	0	0
1034	Zabelina_Igonina	0	0
1035	Zabelina_Igonina	1	0
1036	Zabelina_Igonina	1	0
1037	Zabelina_Igonina	0	0
1038	Zabelina_Igonina	0	0
1039	Zabelina_Igonina	1	0
1040	Zabelina_Igonina	0	1
1041	Zabelina_Igonina	0	0
1042	Zabelina_Igonina	0	1
1043	Zabelina_Igonina	0	1
1044	Zabelina_Igonina	1	1
1045	Zabelina_Igonina	1	1
1046	Zabelina_Igonina	1	0
1047	Zabelina_Igonina	1	1
1048	Zabelina_Igonina	0	0
1049	Zabelina_Igonina	0	0
1050	Zabelina_Igonina	0	0
1051	Zabelina_Igonina	0	0
1052	Zabelina_Igonina	1	1
1053	Zabelina_Igonina	1	1
1054	Zabelina_Igonina	1	1
1055	Zabelina_Igonina	1	0
1056	Zabelina_Igonina	1	0
1057	Zabelina_Igonina	0	1
1058	Zabelina_Igonina	0	0
1059	Zabelina_Igonina	1	1
1060	Zabelina_Igonina	1	1
1061	Zabelina_Igonina	0	0
1062	Zabelina_Igonina	0	0
1063	Zabelina_Igonina	1	1
1064	Zabelina_Igonina	1	1
1065	Zabelina_Igonina	1	1
1066	Zabelina_Igonina	1	1
1067	Zabelina_Igonina	1	1
1068	Zabelina_Igonina	1	1
1069	Zabelina_Igonina	1	1
1070	Zabelina_Igonina	1	1
1071	Zabelina_Igonina	1	1
1072	Zabelina_Igonina	0	1
1073	Zabelina_Igonina	0	1
1074	Zabelina_Igonina	1	0
1075	Zabelina_Igonina	1	0
1076	Zabelina_Igonina	1	1
1077	Zabelina_Igonina	1	0
1078	Zabelina_Igonina	1	1
1079	Zabelina_Igonina	1	1
1080	Zabelina_Igonina	0	0
1081	Zabelina_Igonina	0	0
1082	Zabelina_Igonina	0	0
1083	Zabelina_Igonina	0	0
1084	Zabelina_Igonina	1	0
1085	Zabelina_Igonina	0	0
1086	Zabelina_Igonina	0	0
1087	Zabelina_Igonina	0	0
1088	Zabelina_Igonina	0	0
1089	Zabelina_Igonina	1	0
1090	Zabelina_Igonina	0	1
1091	Zabelina_Igonina	0	1
1092	Zabelina_Igonina	1	1
1093	Zabelina_Igonina	0	0
1094	Zabelina_Igonina	0	0
1095	Zimina_Zorina	1	1
1096	Zimina_Zorina	1	0
1097	Zimina_Zorina	1	1
1098	Zimina_Zorina	1	1
1099	Zimina_Zorina	1	1
1100	Zimina_Zorina	1	1
1101	Zimina_Zorina	1	1
1102	Zimina_Zorina	0	1
1103	Zimina_Zorina	0	1
1104	Zimina_Zorina	1	1
1105	Zimina_Zorina	1	1
1106	Zimina_Zorina	1	1
1107	Zimina_Zorina	1	1
1108	Zimina_Zorina	1	0
1109	Zimina_Zorina	1	1
1110	Zimina_Zorina	1	1
1111	Zimina_Zorina	0	1
1112	Zimina_Zorina	0	1
1113	Zimina_Zorina	1	1
1114	Zimina_Zorina	0	1
1115	Zimina_Zorina	0	1
1116	Zimina_Zorina	0	1
1117	Zimina_Zorina	0	1
1118	Zimina_Zorina	1	1
1119	Zimina_Zorina	1	1
1120	Zimina_Zorina	0	0
1121	Zimina_Zorina	0	0
1122	Zimina_Zorina	0	0
1123	Zimina_Zorina	1	1
1124	Zimina_Zorina	1	1
1125	Zimina_Zorina	0	1
1126	Zimina_Zorina	0	1
1127	Zimina_Zorina	1	1
1128	Zimina_Zorina	0	0
1129	Zimina_Zorina	0	0
1130	Zimina_Zorina	1	1
1131	Zimina_Zorina	0	1
1132	Zimina_Zorina	0	1
1133	Zimina_Zorina	1	1
1134	Zimina_Zorina	1	1
1135	Zimina_Zorina	1	1
1136	Zimina_Zorina	1	1
1137	Zimina_Zorina	1	1
1138	Zimina_Zorina	1	1
1139	Zimina_Zorina	1	0
1140	Zimina_Zorina	1	0
1141	Zimina_Zorina	1	0
1142	Zimina_Zorina	0	0
1143	Zimina_Zorina	0	0
1144	Zimina_Zorina	0	0
1145	Zimina_Zorina	0	1
1146	Zimina_Zorina	0	0
1147	Zimina_Zorina	1	1
1148	Zimina_Zorina	1	1
1149	Zimina_Zorina	1	1
1150	Zimina_Zorina	0	1
1151	Zimina_Zorina	0	1
1152	Zimina_Zorina	1	1
1153	Zimina_Zorina	1	1
1154	Zimina_Zorina	1	0
1155	Zimina_Zorina	0	1
1156	Zimina_Zorina	0	1
1157	Zimina_Zorina	0	1
1158	Zimina_Zorina	0	1
1159	Zimina_Zorina	0	1
1160	Zimina_Zorina	0	1
1161	Zimina_Zorina	0	1
1162	Zimina_Zorina	1	1
1163	Zimina_Zorina	1	1
1164	Zimina_Zorina	1	1
1165	Zimina_Zorina	1	1
1166	Zimina_Zorina	1	1
1167	Zimina_Zorina	0	1
1168	Zimina_Zorina	0	1
1169	Zimina_Zorina	1	1
1170	Zimina_Zorina	1	1
1171	Zimina_Zorina	1	1
1172	Zimina_Zorina	1	1
1173	Zimina_Zorina	1	1
1174	Zimina_Zorina	0	1
1175	Zimina_Zorina	0	0
1176	zorina_schadrina	1	1
1177	zorina_schadrina	1	1
1178	zorina_schadrina	0	1
1179	zorina_schadrina	0	0
1180	zorina_schadrina	1	1
1181	zorina_schadrina	1	1
1182	zorina_schadrina	1	1
1183	zorina_schadrina	1	1
1184	zorina_schadrina	1	1
1185	zorina_schadrina	1	1
1186	zorina_schadrina	1	1
1187	zorina_schadrina	1	1
1188	zorina_schadrina	1	1
1189	zorina_schadrina	0	1
1190	zorina_schadrina	0	1
1191	zorina_schadrina	1	1
1192	zorina_schadrina	0	1
1193	zorina_schadrina	0	0
1194	zorina_schadrina	0	1
1195	zorina_schadrina	0	1
1196	zorina_schadrina	1	1
1197	zorina_schadrina	0	1
1198	zorina_schadrina	0	1
1199	zorina_schadrina	1	1
1200	zorina_schadrina	0	1
1201	zorina_schadrina	0	1
1202	zorina_schadrina	0	1
1203	zorina_schadrina	0	1
1204	zorina_schadrina	1	1
1205	zorina_schadrina	0	1
1206	zorina_schadrina	0	1
1207	zorina_schadrina	1	1
1208	zorina_schadrina	1	1
1209	zorina_schadrina	1	1
1210	zorina_schadrina	1	1
1211	zorina_schadrina	1	1
1212	zorina_schadrina	0	1
1213	zorina_schadrina	0	1
1214	zorina_schadrina	1	1
1215	zorina_schadrina	1	1
1216	zorina_schadrina	1	0
1217	zorina_schadrina	1	1
1218	zorina_schadrina	1	1
1219	zorina_schadrina	0	1
1220	zorina_schadrina	0	1
1221	zorina_schadrina	1	1
1222	zorina_schadrina	1	1
1223	zorina_schadrina	1	1
1224	zorina_schadrina	1	1
1225	zorina_schadrina	1	1
1226	zorina_schadrina	1	1
1227	zorina_schadrina	0	1
1228	zorina_schadrina	0	1
1229	zorina_schadrina	1	1
1230	zorina_schadrina	0	1
1231	zorina_schadrina	0	1
1232	zorina_schadrina	1	1
1233	zorina_schadrina	0	1
1234	zorina_schadrina	0	1
1235	zorina_schadrina	1	1
1236	zorina_schadrina	1	1
1237	zorina_schadrina	0	1
1238	zorina_schadrina	0	1
1239	zorina_schadrina	1	1
1240	zorina_schadrina	1	1
1241	zorina_schadrina	1	1
1242	zorina_schadrina	1	1
1243	zorina_schadrina	0	1
1244	zorina_schadrina	0	1
1245	zorina_schadrina	1	1
1246	zorina_schadrina	0	1
1247	zorina_schadrina	0	1
1248	zorina_schadrina	0	1
1249	zorina_schadrina	0	1
1250	zorina_schadrina	0	1
1251	zorina_schadrina	0	1
1252	zorina_schadrina	0	1
1253	zorina_schadrina	0	1
1254	zorina_schadrina	1	1
1255	zorina_schadrina	1	1
1256	zorina_schadrina	1	1
1257	zorina_schadrina	0	1
1258	zorina_schadrina	0	0
1259	zorina_schadrina	0	1
1260	zorina_schadrina	0	0
1261	zorina_schadrina	1	1
1262	zorina_schadrina	0	0
1263	zorina_schadrina	0	0
1264	zorina_schadrina	1	1
1265	zorina_schadrina	1	1
1266	zorina_schadrina	0	1
1267	zorina_schadrina	0	1
1268	zorina_schadrina	1	1
1269	zorina_schadrina	1	0
1270	zorina_schadrina	1	0
1271	zorina_schadrina	1	0
1272	zorina_schadrina	1	0
1273	zorina_schadrina	1	0
1274	zorina_schadrina	0	1
1275	zorina_schadrina	0	1
1276	zorina_schadrina	1	0
1277	zorina_schadrina	1	0
1278	zorina_schadrina	1	1
1279	zorina_schadrina	0	1
1280	zorina_schadrina	0	1
1281	zorina_schadrina	1	1
1282	zorina_schadrina	0	1
1283	zorina_schadrina	0	1
1284	zorina_schadrina	1	1
1285	zorina_schadrina	1	1
1286	zorina_schadrina	1	1
1287	zorina_schadrina	0	1
1288	zorina_schadrina	0	1
1289	zorina_schadrina	0	1
1290	zorina_schadrina	0	1
1291	zorina_schadrina	0	1
1292	zorina_schadrina	0	1
1293	zorina_schadrina	0	1
1294	zorina_schadrina	0	0
1295	zorina_schadrina	1	1
1296	zorina_schadrina	1	1
1297	zorina_schadrina	1	1
1298	zorina_schadrina	1	1
1299	zorina_schadrina	1	1
1300	zorina_schadrina	1	1
1301	zorina_schadrina	1	1
1302	zorina_schadrina	1	1
1303	zorina_schadrina	1	0
1304	zorina_schadrina	1	1
1305	zorina_schadrina	1	1
1306	Koposova_Sokolova	1	1
1307	Koposova_Sokolova	1	1
1308	Koposova_Sokolova	0	1
1309	Koposova_Sokolova	0	1
1310	Koposova_Sokolova	1	1
1311	Koposova_Sokolova	1	1
1312	Koposova_Sokolova	0	1
1313	Koposova_Sokolova	0	1
1314	Koposova_Sokolova	0	1
1315	Koposova_Sokolova	0	1
1316	Koposova_Sokolova	0	1
1317	Koposova_Sokolova	0	1
1318	Koposova_Sokolova	0	1
1319	Koposova_Sokolova	0	0
1320	Koposova_Sokolova	1	1
1321	Koposova_Sokolova	0	1
1322	Koposova_Sokolova	0	1
1323	Koposova_Sokolova	1	0
1324	Koposova_Sokolova	1	0
1325	Koposova_Sokolova	0	0
1326	Koposova_Sokolova	0	0
1327	Koposova_Sokolova	0	0
1328	Koposova_Sokolova	0	0
1329	Koposova_Sokolova	1	1
1330	Koposova_Sokolova	0	1
1331	Koposova_Sokolova	0	0
1332	Koposova_Sokolova	0	1
1333	Koposova_Sokolova	0	0
1334	Koposova_Sokolova	1	1
1335	Koposova_Sokolova	0	1
1336	Koposova_Sokolova	0	0
1337	Koposova_Sokolova	0	1
1338	Koposova_Sokolova	0	0
1339	Koposova_Sokolova	1	1
1340	Koposova_Sokolova	1	1
1341	Koposova_Sokolova	1	1
1342	Koposova_Sokolova	1	1
1343	Koposova_Sokolova	0	1
1344	Koposova_Sokolova	0	1
1345	Koposova_Sokolova	1	1
1346	Koposova_Sokolova	1	1
1347	Koposova_Sokolova	0	1
1348	Koposova_Sokolova	0	1
1349	Koposova_Sokolova	1	1
1350	Koposova_Sokolova	1	1
1351	Koposova_Sokolova	1	1
1352	Koposova_Sokolova	0	1
1353	Koposova_Sokolova	0	1
1354	Koposova_Sokolova	1	1
1355	Koposova_Sokolova	1	1
1356	Koposova_Sokolova	1	1
1357	Koposova_Sokolova	1	1
1358	Koposova_Sokolova	1	1
1359	Koposova_Sokolova	1	1
1360	Koposova_Sokolova	1	1
1361	Koposova_Sokolova	1	1
1362	Koposova_Sokolova	1	0
1363	Koposova_Sokolova	1	1
1364	Koposova_Sokolova	0	1
1365	Koposova_Sokolova	0	1
1366	Koposova_Sokolova	1	1
1367	Koposova_Sokolova	0	1
1368	Koposova_Sokolova	0	1
1369	Koposova_Sokolova	1	1
1370	Koposova_Sokolova	1	1
1371	Koposova_Sokolova	1	0
1372	Koposova_Sokolova	1	0
1373	Koposova_Sokolova	0	1
1374	Koposova_Sokolova	0	0
1375	Koposova_Sokolova	1	1
1376	Koposova_Sokolova	0	0
1377	Koposova_Sokolova	0	0
1378	Koposova_Sokolova	0	0
1379	Koposova_Sokolova	0	0
1380	Koposova_Sokolova	1	1
1381	Koposova_Sokolova	1	1
1382	Koposova_Sokolova	1	1
1383	Koposova_Sokolova	1	1
1384	Koposova_Sokolova	1	0
1385	Koposova_Sokolova	1	1
1386	Koposova_Sokolova	0	1
1387	Koposova_Sokolova	0	0
1388	Koposova_Sokolova	1	1
1389	Koposova_Sokolova	0	1
1390	Koposova_Sokolova	0	0
1391	Koposova_Sokolova	0	1
1392	Koposova_Sokolova	0	1
1393	Koposova_Sokolova	0	1
1394	Koposova_Sokolova	0	1
1395	Koposova_Sokolova	0	0
1396	Koposova_Sokolova	0	0
1397	Koposova_Sokolova	1	0
1398	Koposova_Sokolova	0	0
1399	Koposova_Sokolova	0	0
1400	Koposova_Sokolova	1	0
1401	Koposova_Sokolova	0	1
1402	Koposova_Sokolova	0	1
1403	Koposova_Sokolova	0	1
1404	Koposova_Sokolova	0	1
1405	Koposova_Sokolova	0	0
1406	Koposova_Sokolova	0	0
1407	Koposova_Sokolova	1	1
1408	Koposova_Sokolova	1	0
1409	Koposova_Sokolova	1	1
1410	Koposova_Sokolova	1	1
1411	Koposova_Sokolova	1	0
1413	Koposova_Sokolova	1	0
1414	Koposova_Sokolova	1	0
1415	Koposova_Sokolova	1	1
1416	Prihodko_Belyaeva	1	1
1417	Prihodko_Belyaeva	1	1
1418	Prihodko_Belyaeva	0	0
1419	Prihodko_Belyaeva	0	0
1420	Prihodko_Belyaeva	1	1
1421	Prihodko_Belyaeva	1	0
1422	Prihodko_Belyaeva	1	1
1423	Prihodko_Belyaeva	0	0
1424	Prihodko_Belyaeva	0	0
1425	Prihodko_Belyaeva	0	0
1426	Prihodko_Belyaeva	0	0
1427	Prihodko_Belyaeva	1	0
1428	Prihodko_Belyaeva	1	0
1430	Prihodko_Belyaeva	1	0
1431	Prihodko_Belyaeva	0	0
1432	Prihodko_Belyaeva	0	0
1433	Prihodko_Belyaeva	1	1
1434	Prihodko_Belyaeva	0	1
1435	Prihodko_Belyaeva	0	0
1436	Prihodko_Belyaeva	1	1
1437	Prihodko_Belyaeva	1	1
1438	Prihodko_Belyaeva	1	1
1439	Prihodko_Belyaeva	0	0
1440	Prihodko_Belyaeva	0	0
1441	Prihodko_Belyaeva	1	0
1442	Prihodko_Belyaeva	1	0
1443	Prihodko_Belyaeva	1	0
1444	Prihodko_Belyaeva	1	1
1445	Prihodko_Belyaeva	1	1
1446	Prihodko_Belyaeva	1	1
1447	Prihodko_Belyaeva	1	1
1448	Prihodko_Belyaeva	1	1
1449	Prihodko_Belyaeva	1	1
1450	Prihodko_Belyaeva	1	0
1451	Prihodko_Belyaeva	1	0
1452	Prihodko_Belyaeva	1	0
1453	Prihodko_Belyaeva	0	1
1454	Prihodko_Belyaeva	0	0
1455	Prihodko_Belyaeva	1	1
1456	Prihodko_Belyaeva	0	0
1457	Prihodko_Belyaeva	0	0
1458	Prihodko_Belyaeva	1	1
1459	Prihodko_Belyaeva	1	1
1460	Prihodko_Belyaeva	0	0
1461	Prihodko_Belyaeva	0	0
1462	Prihodko_Belyaeva	1	1
1463	Prihodko_Belyaeva	1	1
1464	Prihodko_Belyaeva	1	1
1465	Prihodko_Belyaeva	1	1
1466	Prihodko_Belyaeva	1	1
1467	Prihodko_Belyaeva	1	1
1468	Prihodko_Belyaeva	0	0
1469	Prihodko_Belyaeva	0	0
1470	Prihodko_Belyaeva	0	0
1471	Prihodko_Belyaeva	0	0
1472	Prihodko_Belyaeva	1	1
1473	Pushkarev_Denisov	1	1
1474	Pushkarev_Denisov	1	1
1475	Pushkarev_Denisov	1	1
1476	Pushkarev_Denisov	0	1
1477	Pushkarev_Denisov	0	0
1478	Pushkarev_Denisov	1	0
1479	Pushkarev_Denisov	1	1
1480	Pushkarev_Denisov	1	1
1481	Pushkarev_Denisov	1	1
1482	Pushkarev_Denisov	0	1
1483	Pushkarev_Denisov	0	1
1484	Pushkarev_Denisov	1	1
1485	Pushkarev_Denisov	1	1
1486	Pushkarev_Denisov	1	1
1487	Pushkarev_Denisov	1	1
1488	Pushkarev_Denisov	0	1
1489	Pushkarev_Denisov	0	0
1490	Pushkarev_Denisov	1	1
1491	Pushkarev_Denisov	1	1
1492	Pushkarev_Denisov	1	1
1493	Pushkarev_Denisov	0	1
1494	Pushkarev_Denisov	0	1
1495	Pushkarev_Denisov	1	0
1496	Pushkarev_Denisov	0	1
1497	Pushkarev_Denisov	0	1
1498	Pushkarev_Denisov	0	1
1499	Pushkarev_Denisov	0	1
1500	Pushkarev_Denisov	1	1
1501	Pushkarev_Denisov	1	1
1502	Pushkarev_Denisov	1	1
1503	Pushkarev_Denisov	1	1
1504	Pushkarev_Denisov	0	1
1505	Pushkarev_Denisov	0	1
1506	Pushkarev_Denisov	1	1
1507	Pushkarev_Denisov	1	1
1508	Pushkarev_Denisov	1	1
1509	Pushkarev_Denisov	1	1
1510	Pushkarev_Denisov	0	1
1511	Pushkarev_Denisov	0	0
1512	Pushkarev_Denisov	1	1
1513	Pushkarev_Denisov	0	1
1514	Pushkarev_Denisov	0	1
1515	Pushkarev_Denisov	1	1
1516	Pushkarev_Denisov	0	0
1517	Pushkarev_Denisov	0	0
1518	Pushkarev_Denisov	0	1
1519	Pushkarev_Denisov	0	1
1520	Pushkarev_Denisov	0	1
1521	Pushkarev_Denisov	0	0
1522	Pushkarev_Denisov	0	1
1523	Pushkarev_Denisov	0	1
1524	Pushkarev_Denisov	1	0
1525	Pushkarev_Denisov	1	0
1526	Pushkarev_Denisov	0	1
1527	Pushkarev_Denisov	0	0
1528	Pushkarev_Denisov	1	1
1529	Pushkarev_Denisov	1	1
1530	Pushkarev_Denisov	1	1
1531	Pushkarev_Denisov	0	1
1532	Pushkarev_Denisov	0	1
1533	Pushkarev_Denisov	0	1
1534	Pushkarev_Denisov	0	1
1535	Pushkarev_Denisov	1	1
1536	Pushkarev_Denisov	0	1
1537	Pushkarev_Denisov	0	1
1538	Pushkarev_Denisov	1	1
1539	Pushkarev_Denisov	1	1
1540	Pushkarev_Denisov	1	0
1541	Pushkarev_Denisov	1	1
1542	Pushkarev_Denisov	0	1
1543	Pushkarev_Denisov	0	1
1544	Pushkarev_Denisov	0	1
1545	Pushkarev_Denisov	0	1
1546	Pushkarev_Denisov	1	1
1547	Pushkarev_Denisov	0	1
1548	Pushkarev_Denisov	0	1
1549	Pushkarev_Denisov	1	1
1550	Pushkarev_Denisov	0	1
1551	Pushkarev_Denisov	0	1
1552	Pushkarev_Denisov	1	1
1553	Pushkarev_Denisov	1	1
1554	Pushkarev_Denisov	0	1
1555	Pushkarev_Denisov	0	1
1556	Pushkarev_Denisov	0	1
1557	Pushkarev_Denisov	0	1
1558	Pushkarev_Denisov	0	1
1559	Pushkarev_Denisov	0	1
1560	Pushkarev_Denisov	0	1
1561	Pushkarev_Denisov	0	1
1562	Pushkarev_Denisov	1	1
1563	Pushkarev_Denisov	1	1
1564	Pushkarev_Denisov	0	0
1565	Pushkarev_Denisov	0	0
1566	Pushkarev_Denisov	1	1
1567	Pushkarev_Denisov	1	1
1568	Pushkarev_Denisov	1	1
1569	Pushkarev_Denisov	0	1
1570	Pushkarev_Denisov	0	1
1571	Pushkarev_Denisov	0	1
1572	Pushkarev_Denisov	0	1
1573	Pushkarev_Denisov	1	0
1574	Pushkarev_Denisov	0	1
1575	Pushkarev_Denisov	0	1
1576	Pushkarev_Denisov	1	1
1577	Pushkarev_Denisov	1	1
1578	Pushkarev_Denisov	1	1
1579	Pushkarev_Denisov	1	1
1580	Pushkarev_Denisov	1	1
1581	Pushkarev_Denisov	1	1
1582	Pushkarev_Denisov	1	1
1583	Pushkarev_Denisov	1	1
1584	Pushkarev_Denisov	1	1
1585	Pushkarev_Denisov	1	1
1586	Pushkarev_Denisov	1	1
1587	Pushkarev_Denisov	1	1
1588	Pushkarev_Denisov	1	1
1589	Pushkarev_Denisov	1	1
1590	Pushkarev_Denisov	1	1
1591	Pushkarev_Denisov	1	1
1592	Pushkarev_Denisov	1	1
1593	Pushkarev_Denisov	1	1
1594	Pushkarev_Denisov	1	1
1595	Pushkarev_Denisov	0	1
1596	Pushkarev_Denisov	0	1
1597	Pushkarev_Denisov	1	1
1598	Pushkarev_Denisov	1	1
1599	Pushkarev_Denisov	1	1
1600	Pushkarev_Denisov	0	1
1601	Pushkarev_Denisov	0	0
1602	Pushkarev_Denisov	0	1
1603	Pushkarev_Denisov	0	0
1604	Pushkarev_Denisov	1	1
1605	Pushkarev_Denisov	0	1
1606	Pushkarev_Denisov	0	0
1607	Pushkarev_Denisov	1	1
1608	Pushkarev_Denisov	1	1
1609	Pushkarev_Denisov	1	1
1610	Pushkarev_Denisov	1	1
1611	Pushkarev_Denisov	0	1
1612	Pushkarev_Denisov	0	1
1613	Pushkarev_Denisov	1	0
1614	Pushkarev_Denisov	0	1
1615	Pushkarev_Denisov	0	0
1616	Pushkarev_Denisov	1	1
1617	Pushkarev_Denisov	0	1
1618	Pushkarev_Denisov	0	1
1619	Pushkarev_Denisov	1	1
1620	Pushkarev_Denisov	0	1
1621	Pushkarev_Denisov	0	1
1622	Pushkarev_Denisov	0	1
1623	Pushkarev_Denisov	0	1
1624	Pushkarev_Denisov	1	1
1625	Pushkarev_Denisov	1	1
1626	Pushkarev_Denisov	1	1
1627	Pushkarev_Denisov	0	1
1628	Pushkarev_Denisov	0	1
1629	Pushkarev_Denisov	1	1
1630	Pushkarev_Denisov	1	1
1631	Pushkarev_Denisov	1	1
1632	Pushkarev_Denisov	1	1
1633	Pushkarev_Denisov	0	1
1634	Pushkarev_Denisov	0	1
1635	Pushkarev_Denisov	0	1
1636	Pushkarev_Denisov	0	1
1637	Pushkarev_Denisov	0	1
1638	Pushkarev_Denisov	0	1
1639	Pushkarev_Denisov	0	1
1640	Pushkarev_Denisov	0	1
1641	Pushkarev_Denisov	1	1
1642	Pushkarev_Denisov	1	1
1643	Pushkarev_Denisov	0	0
1644	Pushkarev_Denisov	0	0
1645	Pushkarev_Denisov	1	1
1646	Pushkarev_Denisov	1	1
1647	Pushkarev_Denisov	0	1
1648	Pushkarev_Denisov	0	1
1649	Pushkarev_Denisov	1	1
1650	Pushkarev_Denisov	1	1
1651	Pushkarev_Denisov	0	0
1652	Pushkarev_Denisov	0	0
1653	Pushkarev_Denisov	1	0
1654	Pushkarev_Denisov	1	1
1655	Pushkarev_Denisov	0	1
1656	Pushkarev_Denisov	0	1
1657	Pushkarev_Denisov	0	1
1658	Pushkarev_Denisov	0	1
1659	Chuhlovina_Metalichenko	1	1
1660	Chuhlovina_Metalichenko	1	1
1661	Chuhlovina_Metalichenko	1	1
1662	Chuhlovina_Metalichenko	1	0
1663	Chuhlovina_Metalichenko	1	0
1664	Chuhlovina_Metalichenko	1	1
1665	Chuhlovina_Metalichenko	1	0
1666	Chuhlovina_Metalichenko	0	0
1667	Chuhlovina_Metalichenko	0	0
1668	Chuhlovina_Metalichenko	1	1
1669	Chuhlovina_Metalichenko	0	1
1670	Chuhlovina_Metalichenko	0	0
1671	Chuhlovina_Metalichenko	0	0
1672	Chuhlovina_Metalichenko	0	0
1673	Chuhlovina_Metalichenko	1	1
1675	Chuhlovina_Metalichenko	0	0
